item#,designator,quantity,manufacturer,mfg part#,value,pack,mount_type
1,IC1,1,君正 Junzheng Ingenic,T31ZX,T31ZX,QFN35P900X900X90-89N-D,smt
,,,,,,,
,,,,,,,
